DA,Source,Target,Indexed,Source_url,Target_url
37,"RICE LIQUOR, NICE LIQUOR | enthucutlet | Food Mag India | Official website of enthucutlet India  e-liquor/",Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuoriginals/what-are-you-thirsty-for/rice-liquor-nic"", ""https://enthucutlet.com/enthuoriginals/what-are-you-thirsty-for/rice-liquor-nic"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,Nikhita Venugopal - Author at Enthucutlet,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/author/nikhita-venugopal/"", ""https://enthucutlet.com/author/nikhita-venugopal/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,4 Food items to let go this Holi,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuguides/the-holi-anti-guide/"", ""https://enthucutlet.com/enthuguides/the-holi-anti-guide/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,"Truffles & Truffle Oil, All You Need To know by Chef Manu Chandra  ef-manu-chandra/",Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuoriginals/curious-season/truffle-trouble-with-ch"", ""https://enthucutlet.com/enthuoriginals/curious-season/truffle-trouble-with-ch"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,POUR SOME SUMAC ON ME | enthucutlet | Food Mag India | Official website of enthucutlet India  -hillwild/,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuoriginals/curious-season/enthucollaborates-with"", ""https://enthucutlet.com/enthuoriginals/curious-season/enthucollaborates-with"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,Top 5 Food Festivals in 2023 | The Best food festivals in India,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuguides/best-food-festivals-2023-india/"", ""https://enthucutlet.com/enthuguides/best-food-festivals-2023-india/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,"Appams at Madras New Woodlands Restaurant, Singapore  dras-new-woodlands-restaurant-singapore/",Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuoriginals/will-travel-for-breakfast/appams-at-ma"", ""https://enthucutlet.com/enthuoriginals/will-travel-for-breakfast/appams-at-ma"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,A FESTIVE EDITOR'S LETTER | enthucutlet | Food Mag India | Official website of enthucutlet India,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuoriginals/festivals-feasts/a-festive-editors-letter/"", ""https://enthucutlet.com/enthuoriginals/festivals-feasts/a-festive-editors-letter/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,Season XðŸŽ‚ Archives | enthucutlet | Food Mag India | Official website of enthucutlet India,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/category/enthuoriginals/season-x/"", ""https://enthucutlet.com/category/enthuoriginals/season-x/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,enthucutlet | Food Mag India | Official website of enthucutlet India | Get Curious,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/"", ""https://enthucutlet.com/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,Best Food + DesignðŸŽ ̈ Articles | enthucutlet Season 5,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/category/enthuoriginals/food-design/"", ""https://enthucutlet.com/category/enthuoriginals/food-design/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,WE OFFER WHAT WE EAT | enthucutlet | Food Mag India | Official website of enthucutlet India,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuguides/we-offer-what-we-eat/"", ""https://enthucutlet.com/enthuguides/we-offer-what-we-eat/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,CHEF GIRISH IS SWEET ON VARANASI | enthucutlet | Food Mag India | Official website of enthucutlet India,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuguides/chef-girish-is-sweet-on-varanasi/"", ""https://enthucutlet.com/enthuguides/chef-girish-is-sweet-on-varanasi/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,enthuReads: Is Fermentation Changing the Way we Eat? | enthucutlet | Food Mag India | Official website of enthucutlet India,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthupicks/is-fermentation-changing-the-way-we-eat/"", ""https://enthucutlet.com/enthupicks/is-fermentation-changing-the-way-we-eat/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,"Roshni Bajaj Sanghvi, Author at enthucutlet | Food Mag India | Official website of enthucutlet India",Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/author/roshni-bajaj-sanghvi/"", ""https://enthucutlet.com/author/roshni-bajaj-sanghvi/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,Aditi Chaddha (Indus People) explains how the design of a coffee cup elevates our drinking experience,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuguides/what-goes-into-your-coffee-cup/"", ""https://enthucutlet.com/enthuguides/what-goes-into-your-coffee-cup/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,enthuReads: When it becomes too hot to work | enthucutlet | Food Mag India | Official website of enthucutlet India,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthupicks/when-it-becomes-too-hot-to-work/"", ""https://enthucutlet.com/enthupicks/when-it-becomes-too-hot-to-work/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,OF BOIS AND CHOIS | enthucutlet | Food Mag India | Official website of enthucutlet India,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://enthucutlet.com/enthuguides/of-bois-and-chois/"", ""https://enthucutlet.com/enthuguides/of-bois-and-chois/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
77,What is Email Marketing? [Includes 7 types] Strategies & Tips for Success | Salesforce ANZ,Bombay Sweet Shop,2025-06-19,"=HYPERLINK(""https://www.salesforce.com/au/marketing/email/?bc=WA"", ""https://www.salesforce.com/au/marketing/email/?bc=WA"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
53,The Ultimate Homegrown Christmas Gifting Guide For This Festive Season  mas-gifting-guide-for-this-festive-season,here,2025-06-19,"=HYPERLINK(""https://homegrown.co.in/homegrown-supply/the-ultimate-homegrown-christ"", ""https://homegrown.co.in/homegrown-supply/the-ultimate-homegrown-christ"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
45,Festive Love Packed in a Box: Diwali Gift Hampers that are Not Just Kaju Badam,The Bombay Sweet Shop's hamper,2025-06-20,"=HYPERLINK(""https://www.localsamosa.com/business/diwali-gift-hamper-7346969"", ""https://www.localsamosa.com/business/diwali-gift-hamper-7346969"")","=HYPERLINK(""https://bombaysweetshop.com/products/diwali-gourmet-gift-box"", ""https://bombaysweetshop.com/products/diwali-gourmet-gift-box"")"
55,Buy Sweets From Bombay Sweet Shop In Byculla | LBB,ORDER HERE,2025-06-20,"=HYPERLINK(""https://lbb.in/mumbai/bombay-sweet-shop-byculla/"", ""https://lbb.in/mumbai/bombay-sweet-shop-byculla/"")","=HYPERLINK(""https://bombaysweetshop.com/?utm_source=LBB&ref=lbbpost"", ""https://bombaysweetshop.com/?utm_source=LBB&ref=lbbpost"")"
46,Check out THESE nostalgic Raksha Bandhan specials at Bandra's Bombay Sweet Shop  aksha-bandhan-specials-at-bandras-bombay-sweet-shop,here  mumbai-only,2025-06-21,"=HYPERLINK(""https://www.knocksense.com/mumbai/bandracruz/check-out-these-nostalgic-r"", ""https://www.knocksense.com/mumbai/bandracruz/check-out-these-nostalgic-r"")","=HYPERLINK(""https://bombaysweetshop.com/products/assorted-rakhi-mithai-box-of-9-"", ""https://bombaysweetshop.com/products/assorted-rakhi-mithai-box-of-9-"")"
55,"Best Sweet Shops For Mithai In Mumbai | LBB, Mumbai",ORDER HERE,2025-06-21,"=HYPERLINK(""https://lbb.in/mumbai/best-sweet-shops-mumbai/"", ""https://lbb.in/mumbai/best-sweet-shops-mumbai/"")","=HYPERLINK(""https://bombaysweetshop.com/?utm_source=LBB&ref=lbbpost"", ""https://bombaysweetshop.com/?utm_source=LBB&ref=lbbpost"")"
35,Papa's Bombay,"Bombay Sweet Shop ,",2025-06-21,"=HYPERLINK(""https://www.papasbombay.com/"", ""https://www.papasbombay.com/"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
35,I'm a product | Papa's,"Bombay Sweet Shop ,",2025-06-21,"=HYPERLINK(""https://www.papasbombay.com/product-page/i-m-a-product-8"", ""https://www.papasbombay.com/product-page/i-m-a-product-8"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
51,Best artisanal mithais and desserts in India to binge on!,Find out more here  m-box,2025-06-21,"=HYPERLINK(""https://elledecor.in/best-artisanal-mithais-in-india/"", ""https://elledecor.in/best-artisanal-mithais-in-india/"")","=HYPERLINK(""https://bombaysweetshop.com/products/nolen-gur-coconut-kheer-kada"", ""https://bombaysweetshop.com/products/nolen-gur-coconut-kheer-kada"")"
39,Indulgent Festive Season Food Hampers For Your Loved Ones  ur-loved-ones,www.bombaysweetshop.com,2025-06-22,"=HYPERLINK(""https://www.thestylelist.in/post/indulgent-festive-season-food-hampers-for-yo"", ""https://www.thestylelist.in/post/indulgent-festive-season-food-hampers-for-yo"")","=HYPERLINK(""http://www.bombaysweetshop.com/"", ""http://www.bombaysweetshop.com/"")"
65,"The new creative neighbourhoods in Mumbai are preserving cultural heritage, while trying to avoid gentrification  rhoods-architecture-creative-industry-100625",Bombay Sweet Shop,2025-06-23,"=HYPERLINK(""https://www.itsnicethat.com/articles/the-view-from-mumbai-creative-neighbou"", ""https://www.itsnicethat.com/articles/the-view-from-mumbai-creative-neighbou"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
37,Catering | O Pedro,Bombay Sweet Shop,2025-06-24,"=HYPERLINK(""https://www.opedromumbai.com/catering-and-private-events/"", ""https://www.opedromumbai.com/catering-and-private-events/"")","=HYPERLINK(""https://www.bombaysweetshop.com"", ""https://www.bombaysweetshop.com"")"
37,Press | O Pedro,Bombay Sweet Shop,2025-06-24,"=HYPERLINK(""https://www.opedromumbai.com/press/?p=2"", ""https://www.opedromumbai.com/press/?p=2"")","=HYPERLINK(""https://www.bombaysweetshop.com"", ""https://www.bombaysweetshop.com"")"
35,"Home | Friends Of Figma, Mumbai",-,2025-06-24,"=HYPERLINK(""https://fofmumbai.com/"", ""https://fofmumbai.com/"")","=HYPERLINK(""https://bombaysweetshop.com"", ""https://bombaysweetshop.com"")"
54,IAF 2022 - India Art Fair,-,2025-06-24,"=HYPERLINK(""https://indiaartfair.in/archives/iaf-2022"", ""https://indiaartfair.in/archives/iaf-2022"")","=HYPERLINK(""https://bombaysweetshop.com/"", ""https://bombaysweetshop.com/"")"
